"","leadid","obsid","ccode","startobs","endobs","year","tenure","tenureyears","tenureend","age","female","LatinAm","Europe","Africa","Asia","MidEast"
"1","A2.5-1","USA-1869",2,"04mar1869","31dec1869",1869,303,1,0,47,0,0,0,0,0,0
"2","A2.5-1","USA-1869",2,"01jan1870","31dec1870",1870,668,2,0,48,0,0,0,0,0,0
"3","A2.5-1","USA-1869",2,"01jan1871","31dec1871",1871,1033,3,0,49,0,0,0,0,0,0
"4","A2.5-1","USA-1869",2,"01jan1872","31dec1872",1872,1399,4,0,50,0,0,0,0,0,0
"5","A2.5-1","USA-1869",2,"01jan1873","31dec1873",1873,1764,5,0,51,0,0,0,0,0,0
"6","A2.5-1","USA-1869",2,"01jan1874","31dec1874",1874,2129,6,0,52,0,0,0,0,0,0
"7","A2.5-1","USA-1869",2,"01jan1875","31dec1875",1875,2494,7,0,53,0,0,0,0,0,0
"8","A2.5-1","USA-1869",2,"01jan1876","31dec1876",1876,2860,8,0,54,0,0,0,0,0,0
"9","A2.5-1","USA-1869",2,"01jan1877","04mar1877",1877,2923,8,1,55,0,0,0,0,0,0
"10","A2.5-4","USA-1877",2,"04mar1877","31dec1877",1877,303,1,0,55,0,0,0,0,0,0
"11","A2.5-4","USA-1877",2,"01jan1878","31dec1878",1878,668,2,0,56,0,0,0,0,0,0
"12","A2.5-4","USA-1877",2,"01jan1879","31dec1879",1879,1033,3,0,57,0,0,0,0,0,0
"13","A2.5-4","USA-1877",2,"01jan1880","31dec1880",1880,1399,4,0,58,0,0,0,0,0,0
"14","A2.5-4","USA-1877",2,"01jan1881","04mar1881",1881,1462,4,1,59,0,0,0,0,0,0
"15","A2.5-7","USA-1881-1",2,"04mar1881","19sep1881",1881,200,1,1,50,0,0,0,0,0,0
"16","A2.5-10","USA-1881-2",2,"19sep1881","31dec1881",1881,104,0,0,52,0,0,0,0,0,0
"17","A2.5-10","USA-1881-2",2,"01jan1882","31dec1882",1882,469,1,0,53,0,0,0,0,0,0
"18","A2.5-10","USA-1881-2",2,"01jan1883","31dec1883",1883,834,2,0,54,0,0,0,0,0,0
"19","A2.5-10","USA-1881-2",2,"01jan1884","31dec1884",1884,1200,3,0,55,0,0,0,0,0,0
"20","A2.5-13","USA-1885",2,"04mar1885","31dec1885",1885,303,1,0,48,0,0,0,0,0,0
"21","A2.5-10","USA-1881-2",2,"01jan1885","04mar1885",1885,1263,3,1,56,0,0,0,0,0,0
"22","A2.5-13","USA-1885",2,"01jan1886","31dec1886",1886,668,2,0,49,0,0,0,0,0,0
"23","A2.5-13","USA-1885",2,"01jan1887","31dec1887",1887,1033,3,0,50,0,0,0,0,0,0
"24","A2.5-13","USA-1885",2,"01jan1888","31dec1888",1888,1399,4,0,51,0,0,0,0,0,0
"25","A2.5-13","USA-1885",2,"01jan1889","04mar1889",1889,1462,4,1,52,0,0,0,0,0,0
"26","A2.5-16","USA-1889",2,"04mar1889","31dec1889",1889,303,1,0,56,0,0,0,0,0,0
"27","A2.5-16","USA-1889",2,"01jan1890","31dec1890",1890,668,2,0,57,0,0,0,0,0,0
"28","A2.5-16","USA-1889",2,"01jan1891","31dec1891",1891,1033,3,0,58,0,0,0,0,0,0
"29","A2.5-16","USA-1889",2,"01jan1892","31dec1892",1892,1399,4,0,59,0,0,0,0,0,0
"30","A2.5-16","USA-1889",2,"01jan1893","04mar1893",1893,1462,4,1,60,0,0,0,0,0,0
"31","A2.5-19","USA-1893",2,"04mar1893","31dec1893",1893,303,1,0,56,0,0,0,0,0,0
"32","A2.5-19","USA-1893",2,"01jan1894","31dec1894",1894,668,2,0,57,0,0,0,0,0,0
"33","A2.5-19","USA-1893",2,"01jan1895","31dec1895",1895,1033,3,0,58,0,0,0,0,0,0
"34","A2.5-19","USA-1893",2,"01jan1896","31dec1896",1896,1399,4,0,59,0,0,0,0,0,0
"35","A2.5-22","USA-1897",2,"04mar1897","31dec1897",1897,303,1,0,54,0,0,0,0,0,0
"36","A2.5-19","USA-1893",2,"01jan1897","04mar1897",1897,1462,4,1,60,0,0,0,0,0,0
"37","A2.5-22","USA-1897",2,"01jan1898","31dec1898",1898,668,2,0,55,0,0,0,0,0,0
"38","A2.5-22","USA-1897",2,"01jan1899","31dec1899",1899,1033,3,0,56,0,0,0,0,0,0
"39","A2.5-22","USA-1897",2,"01jan1900","31dec1900",1900,1398,4,0,57,0,0,0,0,0,0
"40","A2.5-22","USA-1897",2,"01jan1901","14sep1901",1901,1655,5,1,58,0,0,0,0,0,0
"41","A2.5-25","USA-1901",2,"14sep1901","31dec1901",1901,109,0,0,43,0,0,0,0,0,0
"42","A2.5-25","USA-1901",2,"01jan1902","31dec1902",1902,474,1,0,44,0,0,0,0,0,0
"43","A2.5-25","USA-1901",2,"01jan1903","31dec1903",1903,839,2,0,45,0,0,0,0,0,0
"44","A2.5-25","USA-1901",2,"01jan1904","31dec1904",1904,1205,3,0,46,0,0,0,0,0,0
"45","A2.5-25","USA-1901",2,"01jan1905","31dec1905",1905,1570,4,0,47,0,0,0,0,0,0
"46","A2.5-25","USA-1901",2,"01jan1906","31dec1906",1906,1935,5,0,48,0,0,0,0,0,0
"47","A2.5-25","USA-1901",2,"01jan1907","31dec1907",1907,2300,6,0,49,0,0,0,0,0,0
"48","A2.5-25","USA-1901",2,"01jan1908","31dec1908",1908,2666,7,0,50,0,0,0,0,0,0
"49","A2.5-25","USA-1901",2,"01jan1909","04mar1909",1909,2729,7,1,51,0,0,0,0,0,0
"50","A2.5-28","USA-1909",2,"04mar1909","31dec1909",1909,303,1,0,52,0,0,0,0,0,0
"51","A2.5-28","USA-1909",2,"01jan1910","31dec1910",1910,668,2,0,53,0,0,0,0,0,0
"52","A2.5-28","USA-1909",2,"01jan1911","31dec1911",1911,1033,3,0,54,0,0,0,0,0,0
"53","A2.5-28","USA-1909",2,"01jan1912","31dec1912",1912,1399,4,0,55,0,0,0,0,0,0
"54","A2.5-28","USA-1909",2,"01jan1913","04mar1913",1913,1462,4,1,56,0,0,0,0,0,0
"55","A2.5-31","USA-1913",2,"04mar1913","31dec1913",1913,303,1,0,57,0,0,0,0,0,0
"56","A2.5-31","USA-1913",2,"01jan1914","31dec1914",1914,668,2,0,58,0,0,0,0,0,0
"57","A2.5-31","USA-1913",2,"01jan1915","31dec1915",1915,1033,3,0,59,0,0,0,0,0,0
"58","A2.5-31","USA-1913",2,"01jan1916","31dec1916",1916,1399,4,0,60,0,0,0,0,0,0
"59","A2.5-31","USA-1913",2,"01jan1917","31dec1917",1917,1764,5,0,61,0,0,0,0,0,0
"60","A2.5-31","USA-1913",2,"01jan1918","31dec1918",1918,2129,6,0,62,0,0,0,0,0,0
"61","A2.5-31","USA-1913",2,"01jan1919","31dec1919",1919,2494,7,0,63,0,0,0,0,0,0
"62","A2.5-31","USA-1913",2,"01jan1920","31dec1920",1920,2860,8,0,64,0,0,0,0,0,0
"63","A2.5-31","USA-1913",2,"01jan1921","04mar1921",1921,2923,8,1,65,0,0,0,0,0,0
"64","A2.5-34","USA-1921",2,"04mar1921","31dec1921",1921,303,1,0,56,0,0,0,0,0,0
"65","A2.5-34","USA-1921",2,"01jan1922","31dec1922",1922,668,2,0,57,0,0,0,0,0,0
"66","A2.5-37","USA-1923",2,"03aug1923","31dec1923",1923,151,0,0,51,0,0,0,0,0,0
"67","A2.5-34","USA-1921",2,"01jan1923","03aug1923",1923,883,2,1,58,0,0,0,0,0,0
"68","A2.5-37","USA-1923",2,"01jan1924","31dec1924",1924,517,1,0,52,0,0,0,0,0,0
"69","A2.5-37","USA-1923",2,"01jan1925","31dec1925",1925,882,2,0,53,0,0,0,0,0,0
"70","A2.5-37","USA-1923",2,"01jan1926","31dec1926",1926,1247,3,0,54,0,0,0,0,0,0
"71","A2.5-37","USA-1923",2,"01jan1927","31dec1927",1927,1612,4,0,55,0,0,0,0,0,0
"72","A2.5-37","USA-1923",2,"01jan1928","31dec1928",1928,1978,5,0,56,0,0,0,0,0,0
"73","A2.5-37","USA-1923",2,"01jan1929","04mar1929",1929,2041,6,1,57,0,0,0,0,0,0
"74","A2.5-40","USA-1929",2,"04mar1929","31dec1929",1929,303,1,0,55,0,0,0,0,0,0
"75","A2.5-40","USA-1929",2,"01jan1930","31dec1930",1930,668,2,0,56,0,0,0,0,0,0
"76","A2.5-40","USA-1929",2,"01jan1931","31dec1931",1931,1033,3,0,57,0,0,0,0,0,0
"77","A2.5-40","USA-1929",2,"01jan1932","31dec1932",1932,1399,4,0,58,0,0,0,0,0,0
"78","A2.5-40","USA-1929",2,"01jan1933","04mar1933",1933,1462,4,1,59,0,0,0,0,0,0
"79","A2.5-43","USA-1933",2,"04mar1933","31dec1933",1933,303,1,0,51,0,0,0,0,0,0
"80","A2.5-43","USA-1933",2,"01jan1934","31dec1934",1934,668,2,0,52,0,0,0,0,0,0
"81","A2.5-43","USA-1933",2,"01jan1935","31dec1935",1935,1033,3,0,53,0,0,0,0,0,0
"82","A2.5-43","USA-1933",2,"01jan1936","31dec1936",1936,1399,4,0,54,0,0,0,0,0,0
"83","A2.5-43","USA-1933",2,"01jan1937","31dec1937",1937,1764,5,0,55,0,0,0,0,0,0
"84","A2.5-43","USA-1933",2,"01jan1938","31dec1938",1938,2129,6,0,56,0,0,0,0,0,0
"85","A2.5-43","USA-1933",2,"01jan1939","31dec1939",1939,2494,7,0,57,0,0,0,0,0,0
"86","A2.5-43","USA-1933",2,"01jan1940","31dec1940",1940,2860,8,0,58,0,0,0,0,0,0
"87","A2.5-43","USA-1933",2,"01jan1941","31dec1941",1941,3225,9,0,59,0,0,0,0,0,0
"88","A2.5-43","USA-1933",2,"01jan1942","31dec1942",1942,3590,10,0,60,0,0,0,0,0,0
"89","A2.5-43","USA-1933",2,"01jan1943","31dec1943",1943,3955,11,0,61,0,0,0,0,0,0
"90","A2.5-43","USA-1933",2,"01jan1944","31dec1944",1944,4321,12,0,62,0,0,0,0,0,0
"91","A2.5-43","USA-1933",2,"01jan1945","12apr1945",1945,4423,12,1,63,0,0,0,0,0,0
"92","A2.5-46","USA-1945",2,"12apr1945","31dec1945",1945,264,1,0,61,0,0,0,0,0,0
"93","A2.5-46","USA-1945",2,"01jan1946","31dec1946",1946,629,2,0,62,0,0,0,0,0,0
"94","A2.5-46","USA-1945",2,"01jan1947","31dec1947",1947,994,3,0,63,0,0,0,0,0,0
"95","A2.5-46","USA-1945",2,"01jan1948","31dec1948",1948,1360,4,0,64,0,0,0,0,0,0
"96","A2.5-46","USA-1945",2,"01jan1949","31dec1949",1949,1725,5,0,65,0,0,0,0,0,0
"97","A2.5-46","USA-1945",2,"01jan1950","31dec1950",1950,2090,6,0,66,0,0,0,0,0,0
"98","A2.5-46","USA-1945",2,"01jan1951","31dec1951",1951,2455,7,0,67,0,0,0,0,0,0
"99","A2.5-46","USA-1945",2,"01jan1952","31dec1952",1952,2821,8,0,68,0,0,0,0,0,0
"100","A2.5-46","USA-1945",2,"01jan1953","20jan1953",1953,2841,8,1,69,0,0,0,0,0,0
"101","A2.5-49","USA-1953",2,"20jan1953","31dec1953",1953,346,1,0,63,0,0,0,0,0,0
"102","A2.5-49","USA-1953",2,"01jan1954","31dec1954",1954,711,2,0,64,0,0,0,0,0,0
"103","A2.5-49","USA-1953",2,"01jan1955","31dec1955",1955,1076,3,0,65,0,0,0,0,0,0
"104","A2.5-49","USA-1953",2,"01jan1956","31dec1956",1956,1442,4,0,66,0,0,0,0,0,0
"105","A2.5-49","USA-1953",2,"01jan1957","31dec1957",1957,1807,5,0,67,0,0,0,0,0,0
"106","A2.5-49","USA-1953",2,"01jan1958","31dec1958",1958,2172,6,0,68,0,0,0,0,0,0
"107","A2.5-49","USA-1953",2,"01jan1959","31dec1959",1959,2537,7,0,69,0,0,0,0,0,0
"108","A2.5-49","USA-1953",2,"01jan1960","31dec1960",1960,2903,8,0,70,0,0,0,0,0,0
"109","A2.5-52","USA-1961",2,"20jan1961","31dec1961",1961,346,1,0,44,0,0,0,0,0,0
"110","A2.5-49","USA-1953",2,"01jan1961","20jan1961",1961,2923,8,1,71,0,0,0,0,0,0
"111","A2.5-52","USA-1961",2,"01jan1962","31dec1962",1962,711,2,0,45,0,0,0,0,0,0
"112","A2.5-52","USA-1961",2,"01jan1963","22nov1963",1963,1037,3,1,46,0,0,0,0,0,0
"113","A2.5-55","USA-1963",2,"22nov1963","31dec1963",1963,40,0,0,55,0,0,0,0,0,0
"114","A2.5-55","USA-1963",2,"01jan1964","31dec1964",1964,406,1,0,56,0,0,0,0,0,0
"115","A2.5-55","USA-1963",2,"01jan1965","31dec1965",1965,771,2,0,57,0,0,0,0,0,0
"116","A2.5-55","USA-1963",2,"01jan1966","31dec1966",1966,1136,3,0,58,0,0,0,0,0,0
"117","A2.5-55","USA-1963",2,"01jan1967","31dec1967",1967,1501,4,0,59,0,0,0,0,0,0
"118","A2.5-55","USA-1963",2,"01jan1968","31dec1968",1968,1867,5,0,60,0,0,0,0,0,0
"119","A2.5-55","USA-1963",2,"01jan1969","20jan1969",1969,1887,5,1,61,0,0,0,0,0,0
"120","A2.5-58","USA-1969",2,"20jan1969","31dec1969",1969,346,1,0,56,0,0,0,0,0,0
"121","A2.5-58","USA-1969",2,"01jan1970","31dec1970",1970,711,2,0,57,0,0,0,0,0,0
"122","A2.5-58","USA-1969",2,"01jan1971","31dec1971",1971,1076,3,0,58,0,0,0,0,0,0
"123","A2.5-58","USA-1969",2,"01jan1972","31dec1972",1972,1442,4,0,59,0,0,0,0,0,0
"124","A2.5-58","USA-1969",2,"01jan1973","31dec1973",1973,1807,5,0,60,0,0,0,0,0,0
"125","A2.5-61","USA-1974",2,"09aug1974","31dec1974",1974,145,0,0,61,0,0,0,0,0,0
"126","A2.5-58","USA-1969",2,"01jan1974","09aug1974",1974,2028,6,1,61,0,0,0,0,0,0
"127","A2.5-61","USA-1974",2,"01jan1975","31dec1975",1975,510,1,0,62,0,0,0,0,0,0
"128","A2.5-61","USA-1974",2,"01jan1976","31dec1976",1976,876,2,0,63,0,0,0,0,0,0
"129","A2.5-61","USA-1974",2,"01jan1977","20jan1977",1977,896,2,1,64,0,0,0,0,0,0
"130","A2.5-64","USA-1977",2,"20jan1977","31dec1977",1977,346,1,0,53,0,0,0,0,0,0
"131","A2.5-64","USA-1977",2,"01jan1978","31dec1978",1978,711,2,0,54,0,0,0,0,0,0
"132","A2.5-64","USA-1977",2,"01jan1979","31dec1979",1979,1076,3,0,55,0,0,0,0,0,0
"133","A2.5-64","USA-1977",2,"01jan1980","31dec1980",1980,1442,4,0,56,0,0,0,0,0,0
"134","A2.5-67","USA-1981",2,"20jan1981","31dec1981",1981,346,1,0,70,0,0,0,0,0,0
"135","A2.5-64","USA-1977",2,"01jan1981","20jan1981",1981,1462,4,1,57,0,0,0,0,0,0
"136","A2.5-67","USA-1981",2,"01jan1982","31dec1982",1982,711,2,0,71,0,0,0,0,0,0
"137","A2.5-67","USA-1981",2,"01jan1983","31dec1983",1983,1076,3,0,72,0,0,0,0,0,0
"138","A2.5-67","USA-1981",2,"01jan1984","31dec1984",1984,1442,4,0,73,0,0,0,0,0,0
"139","A2.5-67","USA-1981",2,"01jan1985","31dec1985",1985,1807,5,0,74,0,0,0,0,0,0
"140","A2.5-67","USA-1981",2,"01jan1986","31dec1986",1986,2172,6,0,75,0,0,0,0,0,0
"141","A2.5-67","USA-1981",2,"01jan1987","31dec1987",1987,2537,7,0,76,0,0,0,0,0,0
"142","A2.5-67","USA-1981",2,"01jan1988","31dec1988",1988,2903,8,0,77,0,0,0,0,0,0
"143","A2.5-70","USA-1989",2,"20jan1989","31dec1989",1989,346,1,0,65,0,0,0,0,0,0
"144","A2.5-67","USA-1981",2,"01jan1989","20jan1989",1989,2923,8,1,78,0,0,0,0,0,0
"145","A2.5-70","USA-1989",2,"01jan1990","31dec1990",1990,711,2,0,66,0,0,0,0,0,0
"146","A2.5-70","USA-1989",2,"01jan1991","31dec1991",1991,1076,3,0,67,0,0,0,0,0,0
"147","A2.5-70","USA-1989",2,"01jan1992","31dec1992",1992,1442,4,0,68,0,0,0,0,0,0
"148","A2.5-73","USA-1993",2,"20jan1993","31dec1993",1993,346,1,0,47,0,0,0,0,0,0
"149","A2.5-70","USA-1989",2,"01jan1993","20jan1993",1993,1462,4,1,69,0,0,0,0,0,0
"150","A2.5-73","USA-1993",2,"01jan1994","31dec1994",1994,711,2,0,48,0,0,0,0,0,0
"151","A2.5-73","USA-1993",2,"01jan1995","31dec1995",1995,1076,3,0,49,0,0,0,0,0,0
"152","A2.5-73","USA-1993",2,"01jan1996","31dec1996",1996,1442,4,0,50,0,0,0,0,0,0
"153","A2.5-73","USA-1993",2,"01jan1997","31dec1997",1997,1807,5,0,51,0,0,0,0,0,0
"154","A2.5-73","USA-1993",2,"01jan1998","31dec1998",1998,2172,6,0,52,0,0,0,0,0,0
"155","A2.5-73","USA-1993",2,"01jan1999","31dec1999",1999,2537,7,0,53,0,0,0,0,0,0
"156","A2.5-73","USA-1993",2,"01jan2000","31dec2000",2000,2903,8,0,54,0,0,0,0,0,0
"157","A2.5-76","USA-2001",2,"21jan2001","31dec2001",2001,345,1,0,55,0,0,0,0,0,0
"158","A2.5-73","USA-1993",2,"01jan2001","20jan2001",2001,2923,8,1,55,0,0,0,0,0,0
"159","A2.5-76","USA-2001",2,"01jan2002","31dec2002",2002,710,2,0,56,0,0,0,0,0,0
"160","A2.5-76","USA-2001",2,"01jan2003","31dec2003",2003,1075,3,0,57,0,0,0,0,0,0
"161","A2.5-76","USA-2001",2,"01jan2004","31dec2004",2004,1441,4,0,58,0,0,0,0,0,0
"162","A2.5-79","CAN-1873",20,"07nov1873","31dec1873",1873,55,0,0,51,0,0,0,0,0,0
"163","A2.5-79","CAN-1873",20,"01jan1874","31dec1874",1874,420,1,0,52,0,0,0,0,0,0
"164","A2.5-79","CAN-1873",20,"01jan1875","31dec1875",1875,785,2,0,53,0,0,0,0,0,0
"165","A2.5-79","CAN-1873",20,"01jan1876","31dec1876",1876,1151,3,0,54,0,0,0,0,0,0
"166","A2.5-79","CAN-1873",20,"01jan1877","31dec1877",1877,1516,4,0,55,0,0,0,0,0,0
"167","A2.5-82","CAN-1878",20,"17oct1878","31dec1878",1878,76,0,0,63,0,0,0,0,0,0
"168","A2.5-79","CAN-1873",20,"01jan1878","17oct1878",1878,1806,5,1,56,0,0,0,0,0,0
"169","A2.5-82","CAN-1878",20,"01jan1879","31dec1879",1879,441,1,0,64,0,0,0,0,0,0
"170","A2.5-82","CAN-1878",20,"01jan1880","31dec1880",1880,807,2,0,65,0,0,0,0,0,0
"171","A2.5-82","CAN-1878",20,"01jan1881","31dec1881",1881,1172,3,0,66,0,0,0,0,0,0
"172","A2.5-82","CAN-1878",20,"01jan1882","31dec1882",1882,1537,4,0,67,0,0,0,0,0,0
"173","A2.5-82","CAN-1878",20,"01jan1883","31dec1883",1883,1902,5,0,68,0,0,0,0,0,0
"174","A2.5-82","CAN-1878",20,"01jan1884","31dec1884",1884,2268,6,0,69,0,0,0,0,0,0
"175","A2.5-82","CAN-1878",20,"01jan1885","31dec1885",1885,2633,7,0,70,0,0,0,0,0,0
"176","A2.5-82","CAN-1878",20,"01jan1886","31dec1886",1886,2998,8,0,71,0,0,0,0,0,0
"177","A2.5-82","CAN-1878",20,"01jan1887","31dec1887",1887,3363,9,0,72,0,0,0,0,0,0
"178","A2.5-82","CAN-1878",20,"01jan1888","31dec1888",1888,3729,10,0,73,0,0,0,0,0,0
"179","A2.5-82","CAN-1878",20,"01jan1889","31dec1889",1889,4094,11,0,74,0,0,0,0,0,0
"180","A2.5-82","CAN-1878",20,"01jan1890","31dec1890",1890,4459,12,0,75,0,0,0,0,0,0
"181","A2.5-82","CAN-1878",20,"01jan1891","06jun1891",1891,4616,13,1,76,0,0,0,0,0,0
"182","A2.5-85","CAN-1891",20,"16jun1891","31dec1891",1891,199,1,0,70,0,0,0,0,0,0
"183","A2.5-85","CAN-1891",20,"01jan1892","05dec1892",1892,539,1,1,71,0,0,0,0,0,0
"184","A2.5-88","CAN-1892",20,"05dec1892","31dec1892",1892,27,0,0,47,0,0,0,0,0,0
"185","A2.5-88","CAN-1892",20,"01jan1893","31dec1893",1893,392,1,0,48,0,0,0,0,0,0
"186","A2.5-88","CAN-1892",20,"01jan1894","12dec1894",1894,738,2,1,49,0,0,0,0,0,0
"187","A2.5-91","CAN-1894",20,"21dec1894","31dec1894",1894,11,0,0,71,0,0,0,0,0,0
"188","A2.5-91","CAN-1894",20,"01jan1895","31dec1895",1895,376,1,0,72,0,0,0,0,0,0
"189","A2.5-91","CAN-1894",20,"01jan1896","01may1896",1896,498,1,1,73,0,0,0,0,0,0
"190","A2.5-97","CAN-1896-2",20,"11jul1896","31dec1896",1896,174,0,0,55,0,0,0,0,0,0
"191","A2.5-94","CAN-1896-1",20,"01may1896","11jul1896",1896,72,0,1,75,0,0,0,0,0,0
"192","A2.5-97","CAN-1896-2",20,"01jan1897","31dec1897",1897,539,1,0,56,0,0,0,0,0,0
"193","A2.5-97","CAN-1896-2",20,"01jan1898","31dec1898",1898,904,2,0,57,0,0,0,0,0,0
"194","A2.5-97","CAN-1896-2",20,"01jan1899","31dec1899",1899,1269,3,0,58,0,0,0,0,0,0
"195","A2.5-97","CAN-1896-2",20,"01jan1900","31dec1900",1900,1634,4,0,59,0,0,0,0,0,0
"196","A2.5-97","CAN-1896-2",20,"01jan1901","31dec1901",1901,1999,5,0,60,0,0,0,0,0,0
"197","A2.5-97","CAN-1896-2",20,"01jan1902","31dec1902",1902,2364,6,0,61,0,0,0,0,0,0
"198","A2.5-97","CAN-1896-2",20,"01jan1903","31dec1903",1903,2729,7,0,62,0,0,0,0,0,0
"199","A2.5-97","CAN-1896-2",20,"01jan1904","31dec1904",1904,3095,8,0,63,0,0,0,0,0,0
"200","A2.5-97","CAN-1896-2",20,"01jan1905","31dec1905",1905,3460,9,0,64,0,0,0,0,0,0
"201","A2.5-97","CAN-1896-2",20,"01jan1906","31dec1906",1906,3825,10,0,65,0,0,0,0,0,0
"202","A2.5-97","CAN-1896-2",20,"01jan1907","31dec1907",1907,4190,11,0,66,0,0,0,0,0,0
"203","A2.5-97","CAN-1896-2",20,"01jan1908","31dec1908",1908,4556,12,0,67,0,0,0,0,0,0
"204","A2.5-97","CAN-1896-2",20,"01jan1909","31dec1909",1909,4921,13,0,68,0,0,0,0,0,0
"205","A2.5-97","CAN-1896-2",20,"01jan1910","31dec1910",1910,5286,14,0,69,0,0,0,0,0,0
"206","A2.5-100","CAN-1911",20,"10oct1911","31dec1911",1911,83,0,0,57,0,0,0,0,0,0
"207","A2.5-97","CAN-1896-2",20,"01jan1911","10oct1911",1911,5569,15,1,70,0,0,0,0,0,0
"208","A2.5-100","CAN-1911",20,"01jan1912","31dec1912",1912,449,1,0,58,0,0,0,0,0,0
"209","A2.5-100","CAN-1911",20,"01jan1913","31dec1913",1913,814,2,0,59,0,0,0,0,0,0
"210","A2.5-100","CAN-1911",20,"01jan1914","31dec1914",1914,1179,3,0,60,0,0,0,0,0,0
"211","A2.5-100","CAN-1911",20,"01jan1915","31dec1915",1915,1544,4,0,61,0,0,0,0,0,0
"212","A2.5-100","CAN-1911",20,"01jan1916","31dec1916",1916,1910,5,0,62,0,0,0,0,0,0
"213","A2.5-100","CAN-1911",20,"01jan1917","31dec1917",1917,2275,6,0,63,0,0,0,0,0,0
"214","A2.5-100","CAN-1911",20,"01jan1918","31dec1918",1918,2640,7,0,64,0,0,0,0,0,0
"215","A2.5-100","CAN-1911",20,"01jan1919","31dec1919",1919,3005,8,0,65,0,0,0,0,0,0
"216","A2.5-100","CAN-1911",20,"01jan1920","10jun1920",1920,3167,9,1,66,0,0,0,0,0,0
"217","A2.5-103","CAN-1920",20,"10jul1920","31dec1920",1920,175,0,0,46,0,0,0,0,0,0
"218","A2.5-103","CAN-1920",20,"01jan1921","29dec1921",1921,538,1,1,47,0,0,0,0,0,0
"219","A2.5-106","CAN-1921",20,"29dec1921","31dec1921",1921,3,0,0,47,0,0,0,0,0,0
"220","A2.5-106","CAN-1921",20,"01jan1922","31dec1922",1922,368,1,0,48,0,0,0,0,0,0
"221","A2.5-106","CAN-1921",20,"01jan1923","31dec1923",1923,733,2,0,49,0,0,0,0,0,0
"222","A2.5-106","CAN-1921",20,"01jan1924","31dec1924",1924,1099,3,0,50,0,0,0,0,0,0
"223","A2.5-106","CAN-1921",20,"01jan1925","31dec1925",1925,1464,4,0,51,0,0,0,0,0,0
"224","A2.5-112","CAN-1926-2",20,"25sep1926","31dec1926",1926,98,0,0,52,0,0,0,0,0,0
"225","A2.5-106","CAN-1921",20,"01jan1926","28jun1926",1926,1643,4,1,52,0,0,0,0,0,0
"226","A2.5-109","CAN-1926-1",20,"29jun1926","25sep1926",1926,89,0,1,52,0,0,0,0,0,0
"227","A2.5-112","CAN-1926-2",20,"01jan1927","31dec1927",1927,463,1,0,53,0,0,0,0,0,0
"228","A2.5-112","CAN-1926-2",20,"01jan1928","31dec1928",1928,829,2,0,54,0,0,0,0,0,0
"229","A2.5-112","CAN-1926-2",20,"01jan1929","31dec1929",1929,1194,3,0,55,0,0,0,0,0,0
"230","A2.5-115","CAN-1930",20,"07aug1930","31dec1930",1930,147,0,0,60,0,0,0,0,0,0
"231","A2.5-112","CAN-1926-2",20,"01jan1930","07aug1930",1930,1413,4,1,56,0,0,0,0,0,0
"232","A2.5-115","CAN-1930",20,"01jan1931","31dec1931",1931,512,1,0,61,0,0,0,0,0,0
"233","A2.5-115","CAN-1930",20,"01jan1932","31dec1932",1932,878,2,0,62,0,0,0,0,0,0
"234","A2.5-115","CAN-1930",20,"01jan1933","31dec1933",1933,1243,3,0,63,0,0,0,0,0,0
"235","A2.5-115","CAN-1930",20,"01jan1934","31dec1934",1934,1608,4,0,64,0,0,0,0,0,0
"236","A2.5-115","CAN-1930",20,"01jan1935","23oct1935",1935,1904,5,1,65,0,0,0,0,0,0
"237","A2.5-118","CAN-1935",20,"23oct1935","31dec1935",1935,70,0,0,61,0,0,0,0,0,0
"238","A2.5-118","CAN-1935",20,"01jan1936","31dec1936",1936,436,1,0,62,0,0,0,0,0,0
"239","A2.5-118","CAN-1935",20,"01jan1937","31dec1937",1937,801,2,0,63,0,0,0,0,0,0
"240","A2.5-118","CAN-1935",20,"01jan1938","31dec1938",1938,1166,3,0,64,0,0,0,0,0,0
"241","A2.5-118","CAN-1935",20,"01jan1939","31dec1939",1939,1531,4,0,65,0,0,0,0,0,0
"242","A2.5-118","CAN-1935",20,"01jan1940","31dec1940",1940,1897,5,0,66,0,0,0,0,0,0
"243","A2.5-118","CAN-1935",20,"01jan1941","31dec1941",1941,2262,6,0,67,0,0,0,0,0,0
"244","A2.5-118","CAN-1935",20,"01jan1942","31dec1942",1942,2627,7,0,68,0,0,0,0,0,0
"245","A2.5-118","CAN-1935",20,"01jan1943","31dec1943",1943,2992,8,0,69,0,0,0,0,0,0
"246","A2.5-118","CAN-1935",20,"01jan1944","31dec1944",1944,3358,9,0,70,0,0,0,0,0,0
"247","A2.5-118","CAN-1935",20,"01jan1945","31dec1945",1945,3723,10,0,71,0,0,0,0,0,0
"248","A2.5-118","CAN-1935",20,"01jan1946","31dec1946",1946,4088,11,0,72,0,0,0,0,0,0
"249","A2.5-118","CAN-1935",20,"01jan1947","31dec1947",1947,4453,12,0,73,0,0,0,0,0,0
"250","A2.5-118","CAN-1935",20,"01jan1948","15nov1948",1948,4773,13,1,74,0,0,0,0,0,0
"251","A2.5-121","CAN-1948",20,"15nov1948","31dec1948",1948,47,0,0,66,0,0,0,0,0,0
"252","A2.5-121","CAN-1948",20,"01jan1949","31dec1949",1949,412,1,0,67,0,0,0,0,0,0
